county,ward,office,district,total votes,party,candidate,votes
Walworth,City Of Elkhorn Wards 1 - 13 & 15,"Us Congress, District No. 1",,106,Democratic,Paulette Garin,30
Walworth,"City Of Elkhorn Wards 14, 16 - 18","Us Congress, District No. 1",,4,Democratic,Paulette Garin,3
Walworth,"City Of Lake Geneva Wards 1, 2, 12 & 18","Us Congress, District No. 1",,20,Democratic,Paulette Garin,8
Walworth,"City Of Lake Geneva Wards 3, 4, 11 & 16","Us Congress, District No. 1",,10,Democratic,Paulette Garin,4
Walworth,"City Of Lake Geneva Wards 5, 6, 9, 10, 13, 14, 17, 19 - 23","Us Congress, District No. 1",,18,Democratic,Paulette Garin,0
Walworth,"City Of Lake Geneva Wards 7, 8 & 15","Us Congress, District No. 1",,18,Democratic,Paulette Garin,4
Walworth,"City Of Whitewater Wards 12, 16 & 18","Us Congress, District No. 1",,0,Democratic,Paulette Garin,0
Walworth,"City Of Whitewater Wards 13, 17 & 19","Us Congress, District No. 1",,0,Democratic,Paulette Garin,0
Waukesha,Town Of Eagle Wards 1 - 4,"Us Congress, District No. 1",,76,Democratic,Paulette Garin,22
Waukesha,"Town Of Mukwonago Wards 1, 2, 4 - 10","Us Congress, District No. 1",,27,Democratic,Paulette Garin,9
Waukesha,Town Of Mukwonago Ward 3,"Us Congress, District No. 1",,1,Democratic,Paulette Garin,0
Waukesha,"Town Of Vernon Wards 1, 6 - 10","Us Congress, District No. 1",,29,Democratic,Paulette Garin,8
Waukesha,Town Of Vernon Wards 2 - 5,"Us Congress, District No. 1",,16,Democratic,Paulette Garin,5
Waukesha,Village Of Big Bend Wards 1 - 3,"Us Congress, District No. 1",,4,Democratic,Paulette Garin,0
Waukesha,Village Of Eagle Wards 1 & 2,"Us Congress, District No. 1",,10,Democratic,Paulette Garin,5
Waukesha,Village Of Mukwonago Wards 1 - 8,"Us Congress, District No. 1",,49,Democratic,Paulette Garin,14
Waukesha,Village Of Mukwonago Ward 10,"Us Congress, District No. 1",,0,Democratic,Paulette Garin,0
Waukesha,Village Of North Prairie Wards 1 - 3,"Us Congress, District No. 1",,9,Democratic,Paulette Garin,3
Waukesha,City Of Muskego Wards 1 - 3,"Us Congress, District No. 1",,39,Democratic,Paulette Garin,14
Waukesha,City Of Muskego Wards 4 - 6,"Us Congress, District No. 1",,23,Democratic,Paulette Garin,7
Waukesha,City Of Muskego Wards 7 - 9,"Us Congress, District No. 1",,20,Democratic,Paulette Garin,5
Waukesha,City Of Muskego Wards 10 & 11,"Us Congress, District No. 1",,45,Democratic,Paulette Garin,17
Waukesha,City Of Muskego Wards 12 & 13,"Us Congress, District No. 1",,31,Democratic,Paulette Garin,15
Waukesha,City Of Muskego Wards 14 & 15,"Us Congress, District No. 1",,19,Democratic,Paulette Garin,4
Waukesha,City Of Muskego Wards 16 & 17,"Us Congress, District No. 1",,38,Democratic,Paulette Garin,15
Waukesha,City Of New Berlin Ward 12,"Us Congress, District No. 1",,10,Democratic,Paulette Garin,4
Waukesha,City Of New Berlin Ward 13,"Us Congress, District No. 1",,11,Democratic,Paulette Garin,3
Waukesha,City Of New Berlin Ward 14,"Us Congress, District No. 1",,18,Democratic,Paulette Garin,7
Waukesha,City Of New Berlin Ward 15,"Us Congress, District No. 1",,6,Democratic,Paulette Garin,2
Waukesha,City Of New Berlin Ward 16,"Us Congress, District No. 1",,5,Democratic,Paulette Garin,1
Fond Du Lac,Town Of Ashford Wards 1 - 3,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Fond Du Lac,Town Of Auburn Wards 1 - 3,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Fond Du Lac,Town Of Eden,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Fond Du Lac,Town Of Osceola Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Fond Du Lac,Village Of Campbellsport Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Fond Du Lac,Village Of Eden,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Fond Du Lac,Village Of Kewaskum Ward 5,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Town Of Belgium Wards 1 - 3,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10","State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Town Of Cedarburg Wards 3 & 4,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Town Of Cedarburg Wards 5 & 6,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Town Of Cedarburg Wards 7 - 9,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,Town Of Fredonia Wards 1 - 3,"State Senate, District No. 20",,3,Independent,Clyde Winter,3
Ozaukee,"Town Of Grafton Wards 1, 2 & 6","State Senate, District No. 20",,1,Independent,Clyde Winter,1
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,Town Of Port Washington Wards 1 & 2,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Ozaukee,Town Of Saukville Ward 1,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Town Of Saukville Wards 2 - 5,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Belgium Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Fredonia Wards 1 & 2,"State Senate, District No. 20",,6,Independent,Clyde Winter,6
Ozaukee,Village Of Grafton Ward 1,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,Village Of Grafton Ward 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Grafton Ward 3,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Grafton Ward 4,"State Senate, District No. 20",,4,Independent,Clyde Winter,4
Ozaukee,Village Of Grafton Ward 5,"State Senate, District No. 20",,3,Independent,Clyde Winter,3
Ozaukee,Village Of Grafton Ward 6,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Ozaukee,Village Of Grafton Ward 7,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Grafton Ward 8,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Grafton Ward 9,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Grafton Wards 10 & 11,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Ozaukee,Village Of Grafton Ward 12,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,Village Of Grafton Ward 13,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Ozaukee,Village Of Newburg Ward 3,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,"Village Of Saukville Wards 1, 6 & 7","State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,City Of Cedarburg Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Cedarburg Wards 3 & 4,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,City Of Cedarburg Wards 5 & 6,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,City Of Cedarburg Wards 7 & 8,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Ozaukee,City Of Cedarburg Wards 9 & 10,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Cedarburg Wards 11 & 12,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Ozaukee,City Of Cedarburg Wards 13 & 14,"State Senate, District No. 20",,3,Independent,Clyde Winter,3
Ozaukee,City Of Mequon Ward 2,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Ozaukee,City Of Port Washington Ward 1,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Port Washington Wards 2 & 3,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Port Washington Wards 4 & 5,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Port Washington Ward 6,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Port Washington Wards 7 & 8,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Port Washington Wards 9 & 10,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Ozaukee,City Of Port Washington Ward 11,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Town Of Holland Wards 1 - 4,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Sheboygan,Town Of Lima Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Town Of Lyndon Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Town Of Mitchell Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Town Of Scott Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Town Of Sherman Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Town Of Wilson Wards 1 - 4,"State Senate, District No. 20",,3,Independent,Clyde Winter,3
Sheboygan,Village Of Adell,"State Senate, District No. 20",,3,Independent,Clyde Winter,3
Sheboygan,Village Of Cascade,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Village Of Cedar Grove Wards 1 & 2,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Sheboygan,Village Of Oostburg Wards 1 - 4,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Sheboygan,Village Of Random Lake Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,Village Of Waldo,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,City Of Sheboygan Ward 18,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,City Of Sheboygan Ward 19,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,City Of Sheboygan Ward 23,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Sheboygan,City Of Sheboygan Ward 25,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,Town Of Addison Wards 1 - 6,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,Town Of Barton Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,Town Of Farmington Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,Town Of Hartford Ward 5,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,Town Of Jackson Wards 1 - 5,"State Senate, District No. 20",,3,Independent,Clyde Winter,3
Washington,Town Of Kewaskum Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,"Town Of Polk Wards 1 - 4, 6 & 7","State Senate, District No. 20",,1,Independent,Clyde Winter,1
Washington,"Town Of Trenton Wards 1, 2, 5 - 7","State Senate, District No. 20",,3,Independent,Clyde Winter,3
Washington,Town Of Trenton Wards 3 & 4,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Washington,Town Of Wayne Wards 1 - 3,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Washington,Town Of West Bend Wards 1 - 9,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,Village Of Jackson Wards 1 - 12,"State Senate, District No. 20",,3,Independent,Clyde Winter,3
Washington,Village Of Kewaskum Wards 1 - 4 & 6,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Washington,Village Of Newburg Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,Village Of Slinger Wards 1 - 8 & 10,"State Senate, District No. 20",,2,Independent,Clyde Winter,2
Washington,City Of West Bend Wards 1 & 12,"State Senate, District No. 20",,1,Independent,Clyde Winter,1
Washington,"City Of West Bend Wards 2, 3 & 5","State Senate, District No. 20",,5,Independent,Clyde Winter,5
Washington,"City Of West Bend Wards 4, 11, 22 & 29","State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,"City Of West Bend Wards 6, 7, 24, 31 & 35","State Senate, District No. 20",,4,Independent,Clyde Winter,4
Washington,City Of West Bend Wards 8 - 10,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,City Of West Bend Wards 13 - 15,"State Senate, District No. 20",,4,Independent,Clyde Winter,4
Washington,"City Of West Bend Wards 16, 18 & 21","State Senate, District No. 20",,3,Independent,Clyde Winter,3
Washington,"City Of West Bend Wards 17, 19, 20, 23, 25 & 26","State Senate, District No. 20",,5,Independent,Clyde Winter,5
Washington,City Of West Bend Ward 27,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,City Of West Bend Wards 28 & 34,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,City Of West Bend Ward 30,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,City Of West Bend Ward 32,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Washington,City Of West Bend Wards 33 & 36,"State Senate, District No. 20",,0,Independent,Clyde Winter,0
Fond Du Lac,Town Of Ashford Wards 1 - 3,"State Senate, District No. 20",,0,Independent,Scattering,0
Fond Du Lac,Town Of Auburn Wards 1 - 3,"State Senate, District No. 20",,1,Independent,Scattering,0
Fond Du Lac,Town Of Eden,"State Senate, District No. 20",,0,Independent,Scattering,0
Fond Du Lac,Town Of Osceola Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Fond Du Lac,Village Of Campbellsport Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Scattering,0
Fond Du Lac,Village Of Eden,"State Senate, District No. 20",,0,Independent,Scattering,0
Fond Du Lac,Village Of Kewaskum Ward 5,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Town Of Belgium Wards 1 - 3,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10","State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Town Of Cedarburg Wards 3 & 4,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Town Of Cedarburg Wards 5 & 6,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Town Of Cedarburg Wards 7 - 9,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,Town Of Fredonia Wards 1 - 3,"State Senate, District No. 20",,3,Independent,Scattering,0
Ozaukee,"Town Of Grafton Wards 1, 2 & 6","State Senate, District No. 20",,1,Independent,Scattering,0
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,Town Of Port Washington Wards 1 & 2,"State Senate, District No. 20",,1,Independent,Scattering,0
Ozaukee,Town Of Saukville Ward 1,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Town Of Saukville Wards 2 - 5,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Belgium Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Fredonia Wards 1 & 2,"State Senate, District No. 20",,6,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 1,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 3,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 4,"State Senate, District No. 20",,4,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 5,"State Senate, District No. 20",,3,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 6,"State Senate, District No. 20",,1,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 7,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 8,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 9,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Grafton Wards 10 & 11,"State Senate, District No. 20",,1,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 12,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,Village Of Grafton Ward 13,"State Senate, District No. 20",,1,Independent,Scattering,0
Ozaukee,Village Of Newburg Ward 3,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,"Village Of Saukville Wards 1, 6 & 7","State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,City Of Cedarburg Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Cedarburg Wards 3 & 4,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,City Of Cedarburg Wards 5 & 6,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,City Of Cedarburg Wards 7 & 8,"State Senate, District No. 20",,2,Independent,Scattering,0
Ozaukee,City Of Cedarburg Wards 9 & 10,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Cedarburg Wards 11 & 12,"State Senate, District No. 20",,1,Independent,Scattering,0
Ozaukee,City Of Cedarburg Wards 13 & 14,"State Senate, District No. 20",,3,Independent,Scattering,0
Ozaukee,City Of Mequon Ward 2,"State Senate, District No. 20",,1,Independent,Scattering,0
Ozaukee,City Of Port Washington Ward 1,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Port Washington Wards 2 & 3,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Port Washington Wards 4 & 5,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Port Washington Ward 6,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Port Washington Wards 7 & 8,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Port Washington Wards 9 & 10,"State Senate, District No. 20",,0,Independent,Scattering,0
Ozaukee,City Of Port Washington Ward 11,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Town Of Holland Wards 1 - 4,"State Senate, District No. 20",,1,Independent,Scattering,0
Sheboygan,Town Of Lima Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Town Of Lyndon Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Town Of Mitchell Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Town Of Scott Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Town Of Sherman Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Town Of Wilson Wards 1 - 4,"State Senate, District No. 20",,3,Independent,Scattering,0
Sheboygan,Village Of Adell,"State Senate, District No. 20",,3,Independent,Scattering,0
Sheboygan,Village Of Cascade,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Village Of Cedar Grove Wards 1 & 2,"State Senate, District No. 20",,1,Independent,Scattering,0
Sheboygan,Village Of Oostburg Wards 1 - 4,"State Senate, District No. 20",,1,Independent,Scattering,0
Sheboygan,Village Of Random Lake Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,Village Of Waldo,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,City Of Sheboygan Ward 18,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,City Of Sheboygan Ward 19,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,City Of Sheboygan Ward 23,"State Senate, District No. 20",,0,Independent,Scattering,0
Sheboygan,City Of Sheboygan Ward 25,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,Town Of Addison Wards 1 - 6,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,Town Of Barton Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,Town Of Farmington Wards 1 - 4,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,Town Of Hartford Ward 5,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,Town Of Jackson Wards 1 - 5,"State Senate, District No. 20",,3,Independent,Scattering,0
Washington,Town Of Kewaskum Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,"Town Of Polk Wards 1 - 4, 6 & 7","State Senate, District No. 20",,1,Independent,Scattering,0
Washington,"Town Of Trenton Wards 1, 2, 5 - 7","State Senate, District No. 20",,3,Independent,Scattering,0
Washington,Town Of Trenton Wards 3 & 4,"State Senate, District No. 20",,1,Independent,Scattering,0
Washington,Town Of Wayne Wards 1 - 3,"State Senate, District No. 20",,2,Independent,Scattering,0
Washington,Town Of West Bend Wards 1 - 9,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,Village Of Jackson Wards 1 - 12,"State Senate, District No. 20",,3,Independent,Scattering,0
Washington,Village Of Kewaskum Wards 1 - 4 & 6,"State Senate, District No. 20",,1,Independent,Scattering,0
Washington,Village Of Newburg Wards 1 & 2,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,Village Of Slinger Wards 1 - 8 & 10,"State Senate, District No. 20",,2,Independent,Scattering,0
Washington,City Of West Bend Wards 1 & 12,"State Senate, District No. 20",,1,Independent,Scattering,0
Washington,"City Of West Bend Wards 2, 3 & 5","State Senate, District No. 20",,5,Independent,Scattering,0
Washington,"City Of West Bend Wards 4, 11, 22 & 29","State Senate, District No. 20",,0,Independent,Scattering,0
Washington,"City Of West Bend Wards 6, 7, 24, 31 & 35","State Senate, District No. 20",,4,Independent,Scattering,0
Washington,City Of West Bend Wards 8 - 10,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,City Of West Bend Wards 13 - 15,"State Senate, District No. 20",,4,Independent,Scattering,0
Washington,"City Of West Bend Wards 16, 18 & 21","State Senate, District No. 20",,3,Independent,Scattering,0
Washington,"City Of West Bend Wards 17, 19, 20, 23, 25 & 26","State Senate, District No. 20",,5,Independent,Scattering,0
Washington,City Of West Bend Ward 27,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,City Of West Bend Wards 28 & 34,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,City Of West Bend Ward 30,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,City Of West Bend Ward 32,"State Senate, District No. 20",,0,Independent,Scattering,0
Washington,City Of West Bend Wards 33 & 36,"State Senate, District No. 20",,0,Independent,Scattering,0
