ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Joan F. Kessler,Scattering ,
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,15,Ward 15,103,112,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,52,2,20,Fond du Lac,City,226,Fond du Lac,20226,16,Ward 16,15,14,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,17,Ward 17,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,18,Ward 18,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,19,Ward 19,1,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,20,Ward 20,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,21,Ward 21,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,22,Ward 22,4,2,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,23,Ward 23,0,3,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,24,Ward 24,1,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,25,Ward 25,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,26,Ward 26,0,3,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,27,Ward 27,0,1,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,28,Ward 28,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,29,Ward 29,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,30,Ward 30,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,31,Ward 31,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,32,Ward 32,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,33,Ward 33,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,34,Ward 34,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,35,Ward 35,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,36,Ward 36,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,37,Ward 37,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,38,Ward 38,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,226,Fond du Lac,20226,39,Ward 39,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,7,Wards 1 - 3,123,135,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,8,Wards 4 - 6,148,154,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,9,Wards 7 & 8,149,166,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,20,Fond du Lac,City,276,Ripon,20276,10,Wards 9 - 11,135,193,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,20,Fond du Lac,City,292,Waupun,20292,6,Wards 9 - 12,309,261,4
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,2,Berlin,24002,3,Wards 1 & 2,68,45,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,4,Brooklyn,24004,2,Wards 1 - 3,330,252,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,6,Green Lake,24006,2,Wards 1 - 3,250,176,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,8,Kingston,24008,2,Wards 1 & 2,103,66,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,10,Mackford,24010,2,,102,68,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,12,Manchester,24012,2,,117,66,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,14,Marquette,24014,3,Wards 1 & 2,90,56,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,16,Princeton,24016,2,Wards 1 - 4,77,61,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,18,St Marie,24018,2,,15,21,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Town,20,Seneca,24020,2,,16,13,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Village,141,Kingston,24141,2,,58,43,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,Village,154,Marquette,24154,2,,26,21,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,City,206,Berlin,24206,2,"Wards 1 - 6, 8 - 10",115,111,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,City,231,Green Lake,24231,4,Wards 1 - 6,167,148,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,City,251,Markesan,24251,3,Wards 1 - 3,251,185,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,14,41,2,24,Green Lake,City,271,Princeton,24271,2,Wards 1 - 4,77,75,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,2,Brighton,30002,2,Wards 1 - 3,33,53,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,Town,4,Bristol,30004,10,"Wards 2, 3, 5 - 8",77,80,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,6,Paris,30006,4,Wards 1 & 2,39,50,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,10,Randall,30010,2,Wards 1 - 5,220,147,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,12,Salem,30012,11,"Wards 1 - 3, 5 - 7, 11 - 15",215,249,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,12,Salem,30012,12,"Wards 4, 8 - 10",105,127,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,14,Somers,30014,7,Wards 1 - 4,111,133,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,14,Somers,30014,9,"Wards 5, 6 & 12",97,96,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,Town,14,Somers,30014,10,Wards 7 & 8,52,53,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Town,14,Somers,30014,11,Wards 9 - 11,92,74,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,11,32,2,30,Kenosha,Town,16,Wheatland,30016,2,Wards 1 - 5,73,46,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,Village,104,Bristol,30104,1,Wards 1 - 4,73,61,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Village,131,Genoa City,30131,6,Wards 4 & 5,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Village,171,Paddock Lake,30171,3,Wards 1 - 6,155,164,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,Village,174,Pleasant Prairie,30174,13,Wards 1 - 3,125,140,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,Village,174,Pleasant Prairie,30174,14,Wards 4 & 5,80,88,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,Village,174,Pleasant Prairie,30174,15,Wards 6 & 7,124,120,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,Village,174,Pleasant Prairie,30174,18,Wards 8 - 11,126,153,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,Village,174,Pleasant Prairie,30174,19,Wards 12 & 13,89,102,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Village,181,Silver Lake,30181,2,Wards 1 - 3,142,124,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,Village,186,Twin Lakes,30186,3,Wards 1 - 12,198,180,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,1,Ward 1,87,99,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,2,Ward 2,82,88,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,3,Ward 3,65,93,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,4,Ward 4,96,115,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,5,Ward 5,180,196,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,6,Ward 6,75,68,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,7,Ward 7,80,111,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,8,Ward 8,100,90,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,9,Ward 9,217,193,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,10,Ward 10,82,94,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,11,Ward 11,84,48,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,12,Ward 12,57,41,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,13,Ward 13,25,20,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,14,Ward 14,10,20,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,15,Ward 15,30,31,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,16,Ward 16,33,44,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,17,Ward 17,92,79,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,18,Ward 18,42,44,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,19,Ward 19,64,76,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,20,Ward 20,37,52,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,21,Ward 21,103,129,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,22,Ward 22,50,52,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,23,Ward 23,26,37,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,24,Ward 24,68,65,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,25,Ward 25,100,95,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,26,Ward 26,79,83,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,27,Ward 27,117,158,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,28,Ward 28,129,142,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,29,Ward 29,150,135,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,30,Ward 30,72,98,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,31,Ward 31,103,133,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,64,2,30,Kenosha,City,241,Kenosha,30241,32,Ward 32,57,76,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,33,Ward 33,62,70,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,65,2,30,Kenosha,City,241,Kenosha,30241,34,Ward 34,91,128,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,36,Ward 35,8,10,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,37,Ward 36,5,6,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,38,Ward 37,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,39,Ward 38,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,40,Ward 39,2,6,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,41,Ward 40,2,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,42,Ward 41,5,14,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,43,Ward 42,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,46,Ward 43,2,3,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,47,Ward 44,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,48,Ward 45,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,49,Ward 46,1,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,50,Ward 47,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,51,Ward 48,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,52,Ward 49,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,53,Ward 50,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,54,Ward 51,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,55,Ward 52,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,56,Ward 53,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,57,Ward 54,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,58,Ward 55,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,59,Ward 56,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,60,Ward 57,1,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,61,Ward 58,1,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,62,Ward 59,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,63,Ward 60,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,64,Ward 61,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,65,Ward 62,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,66,Ward 63,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,67,Ward 64,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,68,Ward 65,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,69,Ward 66,0,2,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,70,Ward 67,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,71,Ward 68,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,72,Ward 69,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,73,Ward 70,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,74,Ward 71,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,75,Ward 72,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,76,Ward 73,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,77,Ward 74,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",1,22,66,2,30,Kenosha,City,241,Kenosha,30241,78,Ward 75,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,2,Cato,36002,2,Wards 1 & 2,123,135,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,4,Centerville,36004,1,,38,59,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,6,Cooperstown,36006,5,Wards 1 & 2,109,135,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,8,Eaton,36008,2,,40,44,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,10,Franklin,36010,16,Ward 1,50,46,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,10,Franklin,36010,17,Ward 2,65,46,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,12,Gibson,36012,2,Wards 1 & 2,73,81,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,14,Kossuth,36014,18,Ward 1,70,66,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,14,Kossuth,36014,19,Wards 2 & 3,132,134,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,16,Liberty,36016,5,Wards 1 & 2,102,113,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,18,Manitowoc,36018,1,Ward 1,93,73,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,18,Manitowoc,36018,2,Ward 2,30,20,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,18,Manitowoc,36018,3,Ward 3,11,10,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,20,Manitowoc Rapids,36020,18,"Wards 1, 4 & 5",147,177,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,20,Manitowoc Rapids,36020,19,Wards 2 & 3,88,82,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,22,Maple Grove,36022,2,,76,83,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,24,Meeme,36024,5,Wards 1 & 2,77,111,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,26,Mishicot,36026,18,Wards 1 & 2,60,43,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,26,Mishicot,36026,19,Ward 3,9,8,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,1,2,2,36,Manitowoc,Town,26,Mishicot,36026,20,Ward 4,8,4,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,28,Newton,36028,17,Wards 1 & 3,117,111,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,28,Newton,36028,18,Wards 2 & 4,111,89,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,30,Rockland,36030,1,Ward 1,33,24,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,9,25,2,36,Manitowoc,Town,30,Rockland,36030,2,Ward 2,46,45,0
